"TIME","GEO","INDIC_ED","Value","Flag and Footnotes"
"2008","Norway","Pupils at ISCED level 0 - as % of all pupils and students","13.3",""
"2008","Norway","Pupils at ISCED level 0 (1 000)","165.5",""
"2008","Norway","Pupils at ISCED level 1 - as % of all pupils and students","34.6",""
"2008","Norway","Pupils at ISCED level 1 (1 000)","429.6",""
"2008","Switzerland","Pupils and students (ISCED levels 1-6) (1 000)","1,355.1",""
"2008","Switzerland","Pupils at ISCED level 0 - as % of all pupils and students","10.1",""
"2008","Switzerland","Pupils at ISCED level 0 (1 000)","151.7",""
"2008","Switzerland","Pupils at ISCED level 1 - as % of all pupils and students","33.5",""
"2008","Switzerland","Pupils at ISCED level 1 (1 000)","505.4",""
"2008","North Macedonia","Pupils and students (ISCED levels 1-6) (1 000)","385.1","d"
"2008","North Macedonia","Pupils at ISCED level 0 - as % of all pupils and students","4.0","d"
"2008","North Macedonia","Pupils at ISCED level 0 (1 000)","16.0","d"
"2008","North Macedonia","Pupils at ISCED level 1 - as % of all pupils and students","28.7","d"
"2008","North Macedonia","Pupils at ISCED level 1 (1 000)","115.2","d"
"2008","Albania","Pupils and students (ISCED levels 1-6) (1 000)",":",""
"2008","Albania","Pupils at ISCED level 0 - as % of all pupils and students",":",""
"2008","Albania","Pupils at ISCED level 0 (1 000)",":",""
"2008","Albania","Pupils at ISCED level 1 - as % of all pupils and students",":",""
"2008","Albania","Pupils at ISCED level 1 (1 000)",":",""
"2008","Turkey","Pupils and students (ISCED levels 1-6) (1 000)","16,648.5",""
"2008","Turkey","Pupils at ISCED level 0 - as % of all pupils and students","4.0",""
"2008","Turkey","Pupils at ISCED level 0 (1 000)","701.8",""
"2008","Turkey","Pupils at ISCED level 1 - as % of all pupils and students","62.7",""
"2008","Turkey","Pupils at ISCED level 1 (1 000)","10,870.6",""
"2009","Belgium","Pupils and students (ISCED levels 1-6) (1 000)","2,436.0",""
"2009","Belgium","Pupils at ISCED level 0 - as % of all pupils and students","14.9",""
"2009","Belgium","Pupils at ISCED level 0 (1 000)","424.9",""
"2009","Belgium","Pupils at ISCED level 1 - as % of all pupils and students","25.6",""
"2009","Belgium","Pupils at ISCED level 1 (1 000)","731.6",""
"2009","French Community in Belgium including small German-speaking Community","Pupils and students (ISCED levels 1-6) (1 000)","1,037.6",""
"2009","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 - as % of all pupils and students","14.7",""
"2009","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 (1 000)","179.4",""
"2009","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 - as % of all pupils and students","26.5",""
"2009","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 (1 000)","322.2",""
"2009","Flemish Community in Belgium","Pupils and students (ISCED levels 1-6) (1 000)","1,398.4",""
"2009","Flemish Community in Belgium","Pupils at ISCED level 0 - as % of all pupils and students","14.9",""
"2009","Flemish Community in Belgium","Pupils at ISCED level 0 (1 000)","245.5",""
"2009","Flemish Community in Belgium","Pupils at ISCED level 1 - as % of all pupils and students","24.9",""
"2009","Flemish Community in Belgium","Pupils at ISCED level 1 (1 000)","409.4",""
"2009","Bulgaria","Pupils and students (ISCED levels 1-6) (1 000)","1,110.5",""
"2009","Bulgaria","Pupils at ISCED level 0 - as % of all pupils and students","16.1",""
"2009","Bulgaria","Pupils at ISCED level 0 (1 000)","212.5",""
"2009","Bulgaria","Pupils at ISCED level 1 - as % of all pupils and students","19.7",""
"2009","Bulgaria","Pupils at ISCED level 1 (1 000)","261.0",""
"2009","Czechia","Pupils and students (ISCED levels 1-6) (1 000)","1,849.1",""
"2009","Czechia","Pupils at ISCED level 0 - as % of all pupils and students","14.1",""
"2009","Czechia","Pupils at ISCED level 0 (1 000)","303.9",""
"2009","Czechia","Pupils at ISCED level 1 - as % of all pupils and students","21.4",""
"2009","Czechia","Pupils at ISCED level 1 (1 000)","460.5",""
"2009","Denmark","Pupils and students (ISCED levels 1-6) (1 000)","1,159.7",""
"2009","Denmark","Pupils at ISCED level 0 - as % of all pupils and students","17.8",""
"2009","Denmark","Pupils at ISCED level 0 (1 000)","251.5",""
"2009","Denmark","Pupils at ISCED level 1 - as % of all pupils and students","28.8",""
"2009","Denmark","Pupils at ISCED level 1 (1 000)","406.6",""
"2009","Germany (until 1990 former territory of the FRG)","Pupils and students (ISCED levels 1-6) (1 000)","13,984.4","d"
"2009","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 - as % of all pupils and students","14.6","d"
"2009","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 (1 000)","2,385.9",""
"2009","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 - as % of all pupils and students","19.2","d"
"2009","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 (1 000)","3,150.8",""
"2009","Estonia","Pupils and students (ISCED levels 1-6) (1 000)","250.0",""
"2009","Estonia","Pupils at ISCED level 0 - as % of all pupils and students","16.9",""
"2009","Estonia","Pupils at ISCED level 0 (1 000)","51.0",""
"2009","Estonia","Pupils at ISCED level 1 - as % of all pupils and students","24.4",""
"2009","Estonia","Pupils at ISCED level 1 (1 000)","73.6",""
"2009","Ireland","Pupils and students (ISCED levels 1-6) (1 000)","1,076.4",""
"2009","Ireland","Pupils at ISCED level 0 - as % of all pupils and students",":","u"
"2009","Ireland","Pupils at ISCED level 0 (1 000)",":","u"
"2009","Ireland","Pupils at ISCED level 1 - as % of all pupils and students","46.3",""
"2009","Ireland","Pupils at ISCED level 1 (1 000)","498.8",""
"2009","Greece","Pupils and students (ISCED levels 1-6) (1 000)",":",""
"2009","Greece","Pupils at ISCED level 0 - as % of all pupils and students",":",""
"2009","Greece","Pupils at ISCED level 0 (1 000)",":",""
"2009","Greece","Pupils at ISCED level 1 - as % of all pupils and students",":",""
"2009","Greece","Pupils at ISCED level 1 (1 000)",":",""
"2009","Spain","Pupils and students (ISCED levels 1-6) (1 000)","7,677.1",""
"2009","Spain","Pupils at ISCED level 0 - as % of all pupils and students","18.7",""
"2009","Spain","Pupils at ISCED level 0 (1 000)","1,765.6",""
"2009","Spain","Pupils at ISCED level 1 - as % of all pupils and students","29.8",""
"2009","Spain","Pupils at ISCED level 1 (1 000)","2,811.3",""
"2009","France","Pupils and students (ISCED levels 1-6) (1 000)","12,251.0",""
"2009","France","Pupils at ISCED level 0 - as % of all pupils and students","17.3",""
"2009","France","Pupils at ISCED level 0 (1 000)","2,554.1",""
"2009","France","Pupils at ISCED level 1 - as % of all pupils and students","28.0",""
"2009","France","Pupils at ISCED level 1 (1 000)","4,152.6",""
"2009","Croatia","Pupils and students (ISCED levels 1-6) (1 000)","709.7",""
"2009","Croatia","Pupils at ISCED level 0 - as % of all pupils and students","11.9",""
"2009","Croatia","Pupils at ISCED level 0 (1 000)","95.5",""
"2009","Croatia","Pupils at ISCED level 1 - as % of all pupils and students","21.6",""
"2009","Croatia","Pupils at ISCED level 1 (1 000)","174.2",""
"2009","Italy","Pupils and students (ISCED levels 1-6) (1 000)","9,513.5",""
"2009","Italy","Pupils at ISCED level 0 - as % of all pupils and students","14.8",""
"2009","Italy","Pupils at ISCED level 0 (1 000)","1,651.7",""
"2009","Italy","Pupils at ISCED level 1 - as % of all pupils and students","25.6",""
"2009","Italy","Pupils at ISCED level 1 (1 000)","2,855.2",""
"2009","Cyprus","Pupils and students (ISCED levels 1-6) (1 000)","152.3",""
"2009","Cyprus","Pupils at ISCED level 0 - as % of all pupils and students","11.8",""
"2009","Cyprus","Pupils at ISCED level 0 (1 000)","20.3",""
"2009","Cyprus","Pupils at ISCED level 1 - as % of all pupils and students","32.3",""
"2009","Cyprus","Pupils at ISCED level 1 (1 000)","55.8",""
"2009","Latvia","Pupils and students (ISCED levels 1-6) (1 000)","413.6",""
"2009","Latvia","Pupils at ISCED level 0 - as % of all pupils and students","14.7",""
"2009","Latvia","Pupils at ISCED level 0 (1 000)","71.0",""
"2009","Latvia","Pupils at ISCED level 1 - as % of all pupils and students","23.6",""
"2009","Latvia","Pupils at ISCED level 1 (1 000)","114.3",""
"2009","Lithuania","Pupils and students (ISCED levels 1-6) (1 000)","719.2",""
"2009","Lithuania","Pupils at ISCED level 0 - as % of all pupils and students","11.1",""
"2009","Lithuania","Pupils at ISCED level 0 (1 000)","89.4",""
"2009","Lithuania","Pupils at ISCED level 1 - as % of all pupils and students","16.0",""
"2009","Lithuania","Pupils at ISCED level 1 (1 000)","129.5",""
"2009","Luxembourg","Pupils and students (ISCED levels 1-6) (1 000)","78.0",""
"2009","Luxembourg","Pupils at ISCED level 0 - as % of all pupils and students","16.3",""
"2009","Luxembourg","Pupils at ISCED level 0 (1 000)","15.2",""
"2009","Luxembourg","Pupils at ISCED level 1 - as % of all pupils and students","37.9",""
"2009","Luxembourg","Pupils at ISCED level 1 (1 000)","35.3",""
"2009","Hungary","Pupils and students (ISCED levels 1-6) (1 000)","1,824.5",""
"2009","Hungary","Pupils at ISCED level 0 - as % of all pupils and students","15.1",""
"2009","Hungary","Pupils at ISCED level 0 (1 000)","325.7",""
"2009","Hungary","Pupils at ISCED level 1 - as % of all pupils and students","18.1",""
"2009","Hungary","Pupils at ISCED level 1 (1 000)","389.9",""
"2009","Malta","Pupils and students (ISCED levels 1-6) (1 000)","75.0",""
"2009","Malta","Pupils at ISCED level 0 - as % of all pupils and students","9.7",""
"2009","Malta","Pupils at ISCED level 0 (1 000)","8.1",""
"2009","Malta","Pupils at ISCED level 1 - as % of all pupils and students","29.7",""
"2009","Malta","Pupils at ISCED level 1 (1 000)","24.7",""
"2009","Netherlands","Pupils and students (ISCED levels 1-6) (1 000)","3,402.2",""
"2009","Netherlands","Pupils at ISCED level 0 - as % of all pupils and students","10.3",""
"2009","Netherlands","Pupils at ISCED level 0 (1 000)","390.2",""
"2009","Netherlands","Pupils at ISCED level 1 - as % of all pupils and students","34.0",""
"2009","Netherlands","Pupils at ISCED level 1 (1 000)","1,290.0",""
"2009","Austria","Pupils and students (ISCED levels 1-6) (1 000)","1,468.8",""
"2009","Austria","Pupils at ISCED level 0 - as % of all pupils and students","13.7",""
"2009","Austria","Pupils at ISCED level 0 (1 000)","233.5",""
"2009","Austria","Pupils at ISCED level 1 - as % of all pupils and students","19.5",""
"2009","Austria","Pupils at ISCED level 1 (1 000)","331.6",""
"2009","Poland","Pupils and students (ISCED levels 1-6) (1 000)","8,007.6",""
"2009","Poland","Pupils at ISCED level 0 - as % of all pupils and students","10.3",""
"2009","Poland","Pupils at ISCED level 0 (1 000)","919.1",""
"2009","Poland","Pupils at ISCED level 1 - as % of all pupils and students","25.7",""
"2009","Poland","Pupils at ISCED level 1 (1 000)","2,294.4",""
"2009","Portugal","Pupils and students (ISCED levels 1-6) (1 000)","2,161.0",""
"2009","Portugal","Pupils at ISCED level 0 - as % of all pupils and students","11.3",""
"2009","Portugal","Pupils at ISCED level 0 (1 000)","274.6",""
"2009","Portugal","Pupils at ISCED level 1 - as % of all pupils and students","31.2",""
"2009","Portugal","Pupils at ISCED level 1 (1 000)","760.0",""
"2009","Romania","Pupils and students (ISCED levels 1-6) (1 000)","3,879.2",""
"2009","Romania","Pupils at ISCED level 0 - as % of all pupils and students","14.4",""
"2009","Romania","Pupils at ISCED level 0 (1 000)","652.9",""
"2009","Romania","Pupils at ISCED level 1 - as % of all pupils and students","19.0",""
"2009","Romania","Pupils at ISCED level 1 (1 000)","859.2",""
"2009","Slovenia","Pupils and students (ISCED levels 1-6) (1 000)","381.2",""
"2009","Slovenia","Pupils at ISCED level 0 - as % of all pupils and students","10.9",""
"2009","Slovenia","Pupils at ISCED level 0 (1 000)","46.5",""
"2009","Slovenia","Pupils at ISCED level 1 - as % of all pupils and students","25.1",""
"2009","Slovenia","Pupils at ISCED level 1 (1 000)","107.3",""
"2009","Slovakia","Pupils and students (ISCED levels 1-6) (1 000)","1,034.6",""
"2009","Slovakia","Pupils at ISCED level 0 - as % of all pupils and students","12.1",""
"2009","Slovakia","Pupils at ISCED level 0 (1 000)","142.2",""
"2009","Slovakia","Pupils at ISCED level 1 - as % of all pupils and students","18.5",""
"2009","Slovakia","Pupils at ISCED level 1 (1 000)","217.8",""
"2009","Finland","Pupils and students (ISCED levels 1-6) (1 000)","1,236.7",""
"2009","Finland","Pupils at ISCED level 0 - as % of all pupils and students","10.9",""
"2009","Finland","Pupils at ISCED level 0 (1 000)","151.5",""
"2009","Finland","Pupils at ISCED level 1 - as % of all pupils and students","25.3",""
"2009","Finland","Pupils at ISCED level 1 (1 000)","351.1",""
"2009","Sweden","Pupils and students (ISCED levels 1-6) (1 000)","2,028.2",""
"2009","Sweden","Pupils at ISCED level 0 - as % of all pupils and students","16.0",""
"2009","Sweden","Pupils at ISCED level 0 (1 000)","386.4",""
"2009","Sweden","Pupils at ISCED level 1 - as % of all pupils and students","27.6",""
"2009","Sweden","Pupils at ISCED level 1 (1 000)","665.6",""
"2009","United Kingdom","Pupils and students (ISCED levels 1-6) (1 000)","12,779.5",""
"2009","United Kingdom","Pupils at ISCED level 0 - as % of all pupils and students","8.1",""
"2009","United Kingdom","Pupils at ISCED level 0 (1 000)","1,121.7",""
"2009","United Kingdom","Pupils at ISCED level 1 - as % of all pupils and students","31.8",""
"2009","United Kingdom","Pupils at ISCED level 1 (1 000)","4,416.5",""
"2009","Iceland","Pupils and students (ISCED levels 1-6) (1 000)","87.2",""
"2009","Iceland","Pupils at ISCED level 0 - as % of all pupils and students","12.5",""
"2009","Iceland","Pupils at ISCED level 0 (1 000)","12.5",""
"2009","Iceland","Pupils at ISCED level 1 - as % of all pupils and students","30.0",""
"2009","Iceland","Pupils at ISCED level 1 (1 000)","29.9",""
"2009","Liechtenstein","Pupils and students (ISCED levels 1-6) (1 000)","6.4",""
"2009","Liechtenstein","Pupils at ISCED level 0 - as % of all pupils and students","10.1",""
"2009","Liechtenstein","Pupils at ISCED level 0 (1 000)","0.7",""
"2009","Liechtenstein","Pupils at ISCED level 1 - as % of all pupils and students","30.0",""
"2009","Liechtenstein","Pupils at ISCED level 1 (1 000)","2.1",""
"2009","Norway","Pupils and students (ISCED levels 1-6) (1 000)","1,080.7",""
"2009","Norway","Pupils at ISCED level 0 - as % of all pupils and students","13.6",""
"2009","Norway","Pupils at ISCED level 0 (1 000)","169.7",""
"2009","Norway","Pupils at ISCED level 1 - as % of all pupils and students","34.1",""
"2009","Norway","Pupils at ISCED level 1 (1 000)","426.8",""
"2009","Switzerland","Pupils and students (ISCED levels 1-6) (1 000)","1,361.3",""
"2009","Switzerland","Pupils at ISCED level 0 - as % of all pupils and students","10.1",""
"2009","Switzerland","Pupils at ISCED level 0 (1 000)","152.9",""
"2009","Switzerland","Pupils at ISCED level 1 - as % of all pupils and students","33.0",""
"2009","Switzerland","Pupils at ISCED level 1 (1 000)","499.4",""
"2009","North Macedonia","Pupils and students (ISCED levels 1-6) (1 000)","377.8",""
"2009","North Macedonia","Pupils at ISCED level 0 - as % of all pupils and students","4.3",""
"2009","North Macedonia","Pupils at ISCED level 0 (1 000)","17.0",""
"2009","North Macedonia","Pupils at ISCED level 1 - as % of all pupils and students","28.5",""
"2009","North Macedonia","Pupils at ISCED level 1 (1 000)","112.6",""
"2009","Albania","Pupils and students (ISCED levels 1-6) (1 000)",":",""
"2009","Albania","Pupils at ISCED level 0 - as % of all pupils and students",":",""
"2009","Albania","Pupils at ISCED level 0 (1 000)",":",""
"2009","Albania","Pupils at ISCED level 1 - as % of all pupils and students",":",""
"2009","Albania","Pupils at ISCED level 1 (1 000)",":",""
"2009","Turkey","Pupils and students (ISCED levels 1-6) (1 000)","17,471.4",""
"2009","Turkey","Pupils at ISCED level 0 - as % of all pupils and students","4.4",""
"2009","Turkey","Pupils at ISCED level 0 (1 000)","804.8",""
"2009","Turkey","Pupils at ISCED level 1 - as % of all pupils and students","58.6",""
"2009","Turkey","Pupils at ISCED level 1 (1 000)","10,709.9",""
"2010","Belgium","Pupils and students (ISCED levels 1-6) (1 000)","2,450.0",""
"2010","Belgium","Pupils at ISCED level 0 - as % of all pupils and students","15.1",""
"2010","Belgium","Pupils at ISCED level 0 (1 000)","434.3",""
"2010","Belgium","Pupils at ISCED level 1 - as % of all pupils and students","25.4",""
"2010","Belgium","Pupils at ISCED level 1 (1 000)","731.8",""
"2010","French Community in Belgium including small German-speaking Community","Pupils and students (ISCED levels 1-6) (1 000)","1,045.6",""
"2010","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 - as % of all pupils and students","14.8",""
"2010","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 (1 000)","181.9",""
"2010","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 - as % of all pupils and students","26.4",""
"2010","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 (1 000)","323.9",""
"2010","Flemish Community in Belgium","Pupils and students (ISCED levels 1-6) (1 000)","1,404.4",""
"2010","Flemish Community in Belgium","Pupils at ISCED level 0 - as % of all pupils and students","15.2",""
"2010","Flemish Community in Belgium","Pupils at ISCED level 0 (1 000)","252.4",""
"2010","Flemish Community in Belgium","Pupils at ISCED level 1 - as % of all pupils and students","24.6",""
"2010","Flemish Community in Belgium","Pupils at ISCED level 1 (1 000)","407.9",""
"2010","Bulgaria","Pupils and students (ISCED levels 1-6) (1 000)","1,097.0",""
"2010","Bulgaria","Pupils at ISCED level 0 - as % of all pupils and students","16.6",""
"2010","Bulgaria","Pupils at ISCED level 0 (1 000)","217.8",""
"2010","Bulgaria","Pupils at ISCED level 1 - as % of all pupils and students","19.8",""
"2010","Bulgaria","Pupils at ISCED level 1 (1 000)","260.3",""
"2010","Czechia","Pupils and students (ISCED levels 1-6) (1 000)","1,841.4",""
"2010","Czechia","Pupils at ISCED level 0 - as % of all pupils and students","14.7",""
"2010","Czechia","Pupils at ISCED level 0 (1 000)","316.7",""
"2010","Czechia","Pupils at ISCED level 1 - as % of all pupils and students","21.5",""
"2010","Czechia","Pupils at ISCED level 1 (1 000)","463.4",""
"2010","Denmark","Pupils and students (ISCED levels 1-6) (1 000)","1,177.2",""
"2010","Denmark","Pupils at ISCED level 0 - as % of all pupils and students","18.1",""
"2010","Denmark","Pupils at ISCED level 0 (1 000)","259.7",""
"2010","Denmark","Pupils at ISCED level 1 - as % of all pupils and students","28.1",""
"2010","Denmark","Pupils at ISCED level 1 (1 000)","403.3",""
"2010","Germany (until 1990 former territory of the FRG)","Pupils and students (ISCED levels 1-6) (1 000)","13,931.2","d"
"2010","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 - as % of all pupils and students","14.5","d"
"2010","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 (1 000)","2,359.6",""
"2010","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 - as % of all pupils and students","18.8","d"
"2010","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 (1 000)","3,067.5",""
"2010","Estonia","Pupils and students (ISCED levels 1-6) (1 000)","247.0",""
"2010","Estonia","Pupils at ISCED level 0 - as % of all pupils and students","16.3",""
"2010","Estonia","Pupils at ISCED level 0 (1 000)","48.2",""
"2010","Estonia","Pupils at ISCED level 1 - as % of all pupils and students","24.7",""
"2010","Estonia","Pupils at ISCED level 1 (1 000)","73.0",""
"2010","Ireland","Pupils and students (ISCED levels 1-6) (1 000)","1,103.0",""
"2010","Ireland","Pupils at ISCED level 0 - as % of all pupils and students","5.3",""
"2010","Ireland","Pupils at ISCED level 0 (1 000)","61.7",""
"2010","Ireland","Pupils at ISCED level 1 - as % of all pupils and students","43.5",""
"2010","Ireland","Pupils at ISCED level 1 (1 000)","506.4",""
"2010","Greece","Pupils and students (ISCED levels 1-6) (1 000)","2,023.1",""
"2010","Greece","Pupils at ISCED level 0 - as % of all pupils and students","7.3",""
"2010","Greece","Pupils at ISCED level 0 (1 000)","160.0",""
"2010","Greece","Pupils at ISCED level 1 - as % of all pupils and students","29.4",""
"2010","Greece","Pupils at ISCED level 1 (1 000)","642.6",""
"2010","Spain","Pupils and students (ISCED levels 1-6) (1 000)","7,879.2",""
"2010","Spain","Pupils at ISCED level 0 - as % of all pupils and students","18.8",""
"2010","Spain","Pupils at ISCED level 0 (1 000)","1,822.0",""
"2010","Spain","Pupils at ISCED level 1 - as % of all pupils and students","29.0",""
"2010","Spain","Pupils at ISCED level 1 (1 000)","2,815.2",""
"2010","France","Pupils and students (ISCED levels 1-6) (1 000)","12,324.3",""
"2010","France","Pupils at ISCED level 0 - as % of all pupils and students","17.2",""
"2010","France","Pupils at ISCED level 0 (1 000)","2,551.3",""
"2010","France","Pupils at ISCED level 1 - as % of all pupils and students","28.0",""
"2010","France","Pupils at ISCED level 1 (1 000)","4,159.1",""
"2010","Croatia","Pupils and students (ISCED levels 1-6) (1 000)","714.8",""
"2010","Croatia","Pupils at ISCED level 0 - as % of all pupils and students","12.2",""
"2010","Croatia","Pupils at ISCED level 0 (1 000)","99.3",""
"2010","Croatia","Pupils at ISCED level 1 - as % of all pupils and students","20.6",""
"2010","Croatia","Pupils at ISCED level 1 (1 000)","167.5",""
"2010","Italy","Pupils and students (ISCED levels 1-6) (1 000)","9,540.5",""
"2010","Italy","Pupils at ISCED level 0 - as % of all pupils and students","15.0",""
"2010","Italy","Pupils at ISCED level 0 (1 000)","1,681.0",""
"2010","Italy","Pupils at ISCED level 1 - as % of all pupils and students","25.5",""
"2010","Italy","Pupils at ISCED level 1 (1 000)","2,858.8",""
"2010","Cyprus","Pupils and students (ISCED levels 1-6) (1 000)","151.7",""
"2010","Cyprus","Pupils at ISCED level 0 - as % of all pupils and students","12.2",""
"2010","Cyprus","Pupils at ISCED level 0 (1 000)","21.1",""
"2010","Cyprus","Pupils at ISCED level 1 - as % of all pupils and students","31.7",""
"2010","Cyprus","Pupils at ISCED level 1 (1 000)","54.8",""
"2010","Latvia","Pupils and students (ISCED levels 1-6) (1 000)","389.1",""
"2010","Latvia","Pupils at ISCED level 0 - as % of all pupils and students","15.4",""
"2010","Latvia","Pupils at ISCED level 0 (1 000)","71.1",""
"2010","Latvia","Pupils at ISCED level 1 - as % of all pupils and students","24.7",""
"2010","Latvia","Pupils at ISCED level 1 (1 000)","113.8",""
"2010","Lithuania","Pupils and students (ISCED levels 1-6) (1 000)","689.7",""
"2010","Lithuania","Pupils at ISCED level 0 - as % of all pupils and students","11.3",""
"2010","Lithuania","Pupils at ISCED level 0 (1 000)","88.3",""
"2010","Lithuania","Pupils at ISCED level 1 - as % of all pupils and students","15.7",""
"2010","Lithuania","Pupils at ISCED level 1 (1 000)","122.5",""
"2010","Luxembourg","Pupils and students (ISCED levels 1-6) (1 000)","79.8","d"
"2010","Luxembourg","Pupils at ISCED level 0 - as % of all pupils and students","16.2",""
"2010","Luxembourg","Pupils at ISCED level 0 (1 000)","15.4",""
"2010","Luxembourg","Pupils at ISCED level 1 - as % of all pupils and students","36.9",""
"2010","Luxembourg","Pupils at ISCED level 1 (1 000)","35.2",""
"2010","Hungary","Pupils and students (ISCED levels 1-6) (1 000)","1,804.7",""
"2010","Hungary","Pupils at ISCED level 0 - as % of all pupils and students","15.4",""
"2010","Hungary","Pupils at ISCED level 0 (1 000)","328.5",""
"2010","Hungary","Pupils at ISCED level 1 - as % of all pupils and students","18.2",""
"2010","Hungary","Pupils at ISCED level 1 (1 000)","388.3",""
"2010","Malta","Pupils and students (ISCED levels 1-6) (1 000)","75.5",""
"2010","Malta","Pupils at ISCED level 0 - as % of all pupils and students","10.1",""
"2010","Malta","Pupils at ISCED level 0 (1 000)","8.5",""
"2010","Malta","Pupils at ISCED level 1 - as % of all pupils and students","29.7",""
"2010","Malta","Pupils at ISCED level 1 (1 000)","25.0",""
"2010","Netherlands","Pupils and students (ISCED levels 1-6) (1 000)","3,451.2",""
"2010","Netherlands","Pupils at ISCED level 0 - as % of all pupils and students","9.9",""
"2010","Netherlands","Pupils at ISCED level 0 (1 000)","378.8",""
"2010","Netherlands","Pupils at ISCED level 1 - as % of all pupils and students","33.8",""
"2010","Netherlands","Pupils at ISCED level 1 (1 000)","1,294.0",""
"2010","Austria","Pupils and students (ISCED levels 1-6) (1 000)","1,488.0",""
"2010","Austria","Pupils at ISCED level 0 - as % of all pupils and students","13.9",""
"2010","Austria","Pupils at ISCED level 0 (1 000)","240.2",""
"2010","Austria","Pupils at ISCED level 1 - as % of all pupils and students","19.0",""
"2010","Austria","Pupils at ISCED level 1 (1 000)","328.0",""
"2010","Poland","Pupils and students (ISCED levels 1-6) (1 000)","7,765.9",""
"2010","Poland","Pupils at ISCED level 0 - as % of all pupils and students","11.3",""
"2010","Poland","Pupils at ISCED level 0 (1 000)","994.1",""
"2010","Poland","Pupils at ISCED level 1 - as % of all pupils and students","25.5",""
"2010","Poland","Pupils at ISCED level 1 (1 000)","2,235.0",""
"2010","Portugal","Pupils and students (ISCED levels 1-6) (1 000)","2,131.7",""
"2010","Portugal","Pupils at ISCED level 0 - as % of all pupils and students","11.4",""
"2010","Portugal","Pupils at ISCED level 0 (1 000)","274.4",""
"2010","Portugal","Pupils at ISCED level 1 - as % of all pupils and students","31.3",""
"2010","Portugal","Pupils at ISCED level 1 (1 000)","752.8",""
"2010","Romania","Pupils and students (ISCED levels 1-6) (1 000)","3,734.9",""
"2010","Romania","Pupils at ISCED level 0 - as % of all pupils and students","15.1",""
"2010","Romania","Pupils at ISCED level 0 (1 000)","666.1",""
"2010","Romania","Pupils at ISCED level 1 - as % of all pupils and students","19.2",""
"2010","Romania","Pupils at ISCED level 1 (1 000)","845.7",""
"2010","Slovenia","Pupils and students (ISCED levels 1-6) (1 000)","377.3",""
"2010","Slovenia","Pupils at ISCED level 0 - as % of all pupils and students","11.5",""
"2010","Slovenia","Pupils at ISCED level 0 (1 000)","49.2",""
"2010","Slovenia","Pupils at ISCED level 1 - as % of all pupils and students","25.1",""
"2010","Slovenia","Pupils at ISCED level 1 (1 000)","107.1",""
"2010","Slovakia","Pupils and students (ISCED levels 1-6) (1 000)","1,010.7",""
"2010","Slovakia","Pupils at ISCED level 0 - as % of all pupils and students","12.4",""
"2010","Slovakia","Pupils at ISCED level 0 (1 000)","143.2",""
"2010","Slovakia","Pupils at ISCED level 1 - as % of all pupils and students","18.4",""
"2010","Slovakia","Pupils at ISCED level 1 (1 000)","212.4",""
"2010","Finland","Pupils and students (ISCED levels 1-6) (1 000)","1,239.5",""
"2010","Finland","Pupils at ISCED level 0 - as % of all pupils and students","11.2",""
"2010","Finland","Pupils at ISCED level 0 (1 000)","156.6",""
"2010","Finland","Pupils at ISCED level 1 - as % of all pupils and students","24.9",""
"2010","Finland","Pupils at ISCED level 1 (1 000)","347.1",""
"2010","Sweden","Pupils and students (ISCED levels 1-6) (1 000)","2,067.0",""
"2010","Sweden","Pupils at ISCED level 0 - as % of all pupils and students","16.2",""
"2010","Sweden","Pupils at ISCED level 0 (1 000)","399.0",""
"2010","Sweden","Pupils at ISCED level 1 - as % of all pupils and students","27.4",""
"2010","Sweden","Pupils at ISCED level 1 (1 000)","676.0",""
"2010","United Kingdom","Pupils and students (ISCED levels 1-6) (1 000)","13,011.9",""
"2010","United Kingdom","Pupils at ISCED level 0 - as % of all pupils and students","8.3",""
"2010","United Kingdom","Pupils at ISCED level 0 (1 000)","1,175.4",""
"2010","United Kingdom","Pupils at ISCED level 1 - as % of all pupils and students","31.2",""
"2010","United Kingdom","Pupils at ISCED level 1 (1 000)","4,421.9",""
"2010","Iceland","Pupils and students (ISCED levels 1-6) (1 000)","88.3",""
"2010","Iceland","Pupils at ISCED level 0 - as % of all pupils and students","12.5",""
"2010","Iceland","Pupils at ISCED level 0 (1 000)","12.7",""
"2010","Iceland","Pupils at ISCED level 1 - as % of all pupils and students","29.3",""
"2010","Iceland","Pupils at ISCED level 1 (1 000)","29.6",""
